entrez_gene_id	gene_symbol	gene_name	positive	sources	testing
6731	SRP72	signal recognition particle 72kDa	0		0
6732	SRPK1	SRSF protein kinase 1	0		0
6733	SRPK2	SRSF protein kinase 2	0		0
6734	SRPR	signal recognition particle receptor (docking protein)	0		0
6736	SRY	sex determining region Y	0		0
6737	TRIM21	tripartite motif containing 21	0		1
6738	TROVE2	TROVE domain family, member 2	0		0
6741	SSB	Sjogren syndrome antigen B (autoantigen La)	0		0
6742	SSBP1	single-stranded DNA binding protein 1, mitochondrial	0		0
6744	SSFA2	sperm specific antigen 2	0		0
6745	SSR1	signal sequence receptor, alpha	0		1
6746	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	0		0
6747	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)	0		0
6748	SSR4	signal sequence receptor, delta	0		0
6749	SSRP1	structure specific recognition protein 1	0		1
6750	SST	somatostatin	1	DISEASES	0
6751	SSTR1	somatostatin receptor 1	1	DisGeNET	1
6752	SSTR2	somatostatin receptor 2	1	DisGeNET	0
6753	SSTR3	somatostatin receptor 3	1	DisGeNET	1
6754	SSTR4	somatostatin receptor 4	1	DisGeNET	0
6755	SSTR5	somatostatin receptor 5	1	DisGeNET	0
6756	SSX1	synovial sarcoma, X breakpoint 1	0		0
6757	SSX2	synovial sarcoma, X breakpoint 2	0		0
6758	SSX5	synovial sarcoma, X breakpoint 5	0		0
6759	SSX4	synovial sarcoma, X breakpoint 4	0		0
6760	SS18	synovial sarcoma translocation, chromosome 18	0		0
6764	ST5	suppression of tumorigenicity 5	0		0
6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	0		0
6768	ST14	suppression of tumorigenicity 14 (colon carcinoma)	0		0
6769	STAC	SH3 and cysteine rich domain	0		0
6770	STAR	steroidogenic acute regulatory protein	0		0
6772	STAT1	signal transducer and activator of transcription 1, 91kDa	0		0
6773	STAT2	signal transducer and activator of transcription 2, 113kDa	0		0
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	0		0
6775	STAT4	signal transducer and activator of transcription 4	0		0
6776	STAT5A	signal transducer and activator of transcription 5A	0		0
6777	STAT5B	signal transducer and activator of transcription 5B	0		1
6778	STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	0		0
6779	STATH	statherin	0		1
6780	STAU1	staufen double-stranded RNA binding protein 1	0		0
6781	STC1	stanniocalcin 1	0		0
6782	HSPA13	heat shock protein 70kDa family, member 13	0		0
6783	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	0		1
6785	ELOVL4	ELOVL fatty acid elongase 4	0		0
6786	STIM1	stromal interaction molecule 1	0		0
6787	NEK4	NIMA-related kinase 4	0		0
6788	STK3	serine/threonine kinase 3	0		0
6789	STK4	serine/threonine kinase 4	0		0
6790	AURKA	aurora kinase A	0		1
6792	CDKL5	cyclin-dependent kinase-like 5	1	DISEASES, DOAF	1
6793	STK10	serine/threonine kinase 10	0		1
6794	STK11	serine/threonine kinase 11	0		1
6795	AURKC	aurora kinase C	0		0
6799	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	0		1
6801	STRN	striatin, calmodulin binding protein	0		1
6804	STX1A	syntaxin 1A (brain)	0		0
6809	STX3	syntaxin 3	0		0
6810	STX4	syntaxin 4	0		0
6811	STX5	syntaxin 5	0		0
6812	STXBP1	syntaxin binding protein 1	1	DISEASES, DisGeNET	0
6813	STXBP2	syntaxin binding protein 2	0		0
6814	STXBP3	syntaxin binding protein 3	0		0
6815	STYX	serine/threonine/tyrosine interacting protein	0		1
6817	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	0		0
6818	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	0		0
6819	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	0		0
6820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	0		0
6821	SUOX	sulfite oxidase	0		0
6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	0		0
6827	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	0		0
6829	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	0		0
6830	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	0		0
6832	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)	0		0
6833	ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	0		1
6834	SURF1	surfeit 1	0		0
6835	SURF2	surfeit 2	0		1
6836	SURF4	surfeit 4	0		0
6837	MED22	mediator complex subunit 22	0		1
6838	SURF6	surfeit 6	0		0
6839	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	0		1
6840	SVIL	supervillin	0		0
6843	VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	0		0
6844	VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2)	0		0
6845	VAMP7	vesicle-associated membrane protein 7	0		0
6846	XCL2	chemokine (C motif) ligand 2	0		0
6847	SYCP1	synaptonemal complex protein 1	0		1
6850	SYK	spleen tyrosine kinase	0		1
6853	SYN1	synapsin I	1	DISEASES	0
6854	SYN2	synapsin II	0		1
6855	SYP	synaptophysin	0		0
6856	SYPL1	synaptophysin-like 1	0		1
6857	SYT1	synaptotagmin I	0		0
6860	SYT4	synaptotagmin IV	0		0
6861	SYT5	synaptotagmin V	0		1
6862	T	T, brachyury homolog (mouse)	0		1
6863	TAC1	tachykinin, precursor 1	0		1
6865	TACR2	tachykinin receptor 2	0		0
6866	TAC3	tachykinin 3	0		1
6867	TACC1	transforming, acidic coiled-coil containing protein 1	0		0
6868	ADAM17	ADAM metallopeptidase domain 17	0		0
6869	TACR1	tachykinin receptor 1	0		1
6870	TACR3	tachykinin receptor 3	0		1
6871	TADA2A	transcriptional adaptor 2A	0		1
6872	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	0		0
6873	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	0		1
6874	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	0		1
6875	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	0		0
6876	TAGLN	transgelin	0		1
6877	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	0		0
6878	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	0		1
6879	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	0		0
6880	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	0		0
6881	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	0		0
6882	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	0		0
6883	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	0		1
6884	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	0		0
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	0		0
6886	TAL1	T-cell acute lymphocytic leukemia 1	0		1
6887	TAL2	T-cell acute lymphocytic leukemia 2	0		0
6888	TALDO1	transaldolase 1	0		1
6890	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	0		0
6891	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	0		1
6892	TAPBP	TAP binding protein (tapasin)	0		1
6894	TARBP1	TAR (HIV-1) RNA binding protein 1	0		0
6895	TARBP2	TAR (HIV-1) RNA binding protein 2	0		0
6897	TARS	threonyl-tRNA synthetase	0		1
6898	TAT	tyrosine aminotransferase	0		0
6899	TBX1	T-box 1	0		1
6900	CNTN2	contactin 2 (axonal)	1	DISEASES	1
6901	TAZ	tafazzin	0		0
6902	TBCA	tubulin folding cofactor A	0		0
6903	TBCC	tubulin folding cofactor C	0		1
6904	TBCD	tubulin folding cofactor D	0		0
6905	TBCE	tubulin folding cofactor E	0		0
6906	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	0		0
6907	TBL1X	transducin (beta)-like 1X-linked	0		1
6908	TBP	TATA box binding protein	0		0
6909	TBX2	T-box 2	0		0
6910	TBX5	T-box 5	0		0
6911	TBX6	T-box 6	0		0
6913	TBX15	T-box 15	0		0
6914	TBXA1R	thromboxane A1 receptor	0		0
6915	TBXA2R	thromboxane A2 receptor	0		1
6916	TBXAS1	thromboxane A synthase 1 (platelet)	0		1
6917	TCEA1	transcription elongation factor A (SII), 1	0		0
6919	TCEA2	transcription elongation factor A (SII), 2	0		0
6920	TCEA3	transcription elongation factor A (SII), 3	0		1
6921	TCEB1	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	0		0
6923	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	0		1
6924	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	0		0
6925	TCF4	transcription factor 4	1	DISEASES	1
6926	TBX3	T-box 3	0		1
6927	HNF1A	HNF1 homeobox A	0		1
6928	HNF1B	HNF1 homeobox B	0		1
6929	TCF3	transcription factor 3	0		0
6932	TCF7	transcription factor 7 (T-cell specific, HMG-box)	0		1
6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	0		0
6935	ZEB1	zinc finger E-box binding homeobox 1	0		0
6936	GCFC2	GC-rich sequence DNA-binding factor 2	0		0
6938	TCF12	transcription factor 12	0		1
6939	TCF15	transcription factor 15 (basic helix-loop-helix)	0		1
6940	ZNF354A	zinc finger protein 354A	0		0
6941	TCF19	transcription factor 19	0		1
6942	TCF20	transcription factor 20 (AR1)	0		0
6943	TCF21	transcription factor 21	0		0
6944	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae)	0		0
6945	MLX	MLX, MAX dimerization protein	0		0
6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)	0		1
6948	TCN2	transcobalamin II	0		0
6949	TCOF1	Treacher Collins-Franceschetti syndrome 1	0		0
6950	TCP1	t-complex 1	0		0
6953	TCP10	t-complex 10	0		1
6954	TCP11	t-complex 11, testis-specific	0		0
6955	TRA	T cell receptor alpha locus	0		1
6957	TRB	T cell receptor beta locus	0		0
6964	TRD	T cell receptor delta locus	0		1
6965	TRG	T cell receptor gamma locus	0		0
6975	TECTB	tectorin beta	0		0
6988	TCTA	T-cell leukemia translocation altered	0		0
6990	DYNLT3	dynein, light chain, Tctex-type 3	0		0
6991	TCTE3	t-complex-associated-testis-expressed 3	0		0
6992	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	0		0
6993	DYNLT1	dynein, light chain, Tctex-type 1	0		0
6996	TDG	thymine-DNA glycosylase	0		0
6997	TDGF1	teratocarcinoma-derived growth factor 1	0		0
6999	TDO2	tryptophan 2,3-dioxygenase	0		0
7001	PRDX2	peroxiredoxin 2	0		0
7003	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	0		0
7004	TEAD4	TEA domain family member 4	0		1
7005	TEAD3	TEA domain family member 3	0		1
7006	TEC	tec protein tyrosine kinase	0		0
7007	TECTA	tectorin alpha	0		1
7008	TEF	thyrotrophic embryonic factor	0		0
7009	TMBIM6	transmembrane BAX inhibitor motif containing 6	0		0
7010	TEK	TEK tyrosine kinase, endothelial	1	DisGeNET	0
7011	TEP1	telomerase-associated protein 1	0		0
7013	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	0		0
7014	TERF2	telomeric repeat binding factor 2	0		0
7015	TERT	telomerase reverse transcriptase	0		0
7016	TESK1	testis-specific kinase 1	0		1
7018	TF	transferrin	0		0
7019	TFAM	transcription factor A, mitochondrial	1	DisGeNET	0
7020	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	0		1
7021	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	0		0
7022	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	0		1
7023	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	0		0
7024	TFCP2	transcription factor CP2	0		0
7025	NR2F1	nuclear receptor subfamily 2, group F, member 1	0		0
7026	NR2F2	nuclear receptor subfamily 2, group F, member 2	0		1
7027	TFDP1	transcription factor Dp-1	0		1
7029	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	0		1
7030	TFE3	transcription factor binding to IGHM enhancer 3	0		1
7031	TFF1	trefoil factor 1	0		1
7032	TFF2	trefoil factor 2	0		0
7033	TFF3	trefoil factor 3 (intestinal)	0		0
7035	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	0		0
7036	TFR2	transferrin receptor 2	0		0
7037	TFRC	transferrin receptor	0		0
7038	TG	thyroglobulin	0		0
7039	TGFA	transforming growth factor, alpha	0		0
7040	TGFB1	transforming growth factor, beta 1	0		0
7041	TGFB1I1	transforming growth factor beta 1 induced transcript 1	0		0
7042	TGFB2	transforming growth factor, beta 2	0		0
7043	TGFB3	transforming growth factor, beta 3	0		0
7044	LEFTY2	left-right determination factor 2	0		0
7045	TGFBI	transforming growth factor, beta-induced, 68kDa	0		0
7046	TGFBR1	transforming growth factor, beta receptor 1	0		1
7047	TGM4	transglutaminase 4	0		1
7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	0		1
7049	TGFBR3	transforming growth factor, beta receptor III	0		0
7050	TGIF1	TGFB-induced factor homeobox 1	0		1
7051	TGM1	transglutaminase 1	0		0
7052	TGM2	transglutaminase 2	0		0
7053	TGM3	transglutaminase 3	0		1
7054	TH	tyrosine hydroxylase	1	DisGeNET	0
7056	THBD	thrombomodulin	0		1
7057	THBS1	thrombospondin 1	0		0
7058	THBS2	thrombospondin 2	0		0
7059	THBS3	thrombospondin 3	0		0
7060	THBS4	thrombospondin 4	0		0
7062	TCHH	trichohyalin	0		1
7064	THOP1	thimet oligopeptidase 1	0		0
7066	THPO	thrombopoietin	0		1
7067	THRA	thyroid hormone receptor, alpha	0		0
7068	THRB	thyroid hormone receptor, beta	0		0
7069	THRSP	thyroid hormone responsive	0		0
7070	THY1	Thy-1 cell surface antigen	0		0
7071	KLF10	Kruppel-like factor 10	0		0
7072	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	0		0
7073	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	0		0
7074	TIAM1	T-cell lymphoma invasion and metastasis 1	0		1
7075	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	0		0
7076	TIMP1	TIMP metallopeptidase inhibitor 1	0		1
7077	TIMP2	TIMP metallopeptidase inhibitor 2	0		0
7078	TIMP3	TIMP metallopeptidase inhibitor 3	0		0
7079	TIMP4	TIMP metallopeptidase inhibitor 4	0		1
7080	NKX2-1	NK2 homeobox 1	0		0
7082	TJP1	tight junction protein 1	0		1
7083	TK1	thymidine kinase 1, soluble	0		0
7084	TK2	thymidine kinase 2, mitochondrial	0		1
7086	TKT	transketolase	0		1
7087	ICAM5	intercellular adhesion molecule 5, telencephalin	0		0
7088	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	0		1
7089	TLE2	transducin-like enhancer of split 2	0		0
7090	TLE3	transducin-like enhancer of split 3	0		0
7091	TLE4	transducin-like enhancer of split 4	0		0
7092	TLL1	tolloid-like 1	0		0
7093	TLL2	tolloid-like 2	0		0
7094	TLN1	talin 1	0		0
7095	SEC62	SEC62 homolog (S. cerevisiae)	0		0
7096	TLR1	toll-like receptor 1	0		0
7097	TLR2	toll-like receptor 2	0		0
7098	TLR3	toll-like receptor 3	0		0
7099	TLR4	toll-like receptor 4	0		0
7100	TLR5	toll-like receptor 5	0		0
7101	NR2E1	nuclear receptor subfamily 2, group E, member 1	0		0
7102	TSPAN7	tetraspanin 7	0		0
7103	TSPAN8	tetraspanin 8	0		0
7104	TM4SF4	transmembrane 4 L six family member 4	0		0
7105	TSPAN6	tetraspanin 6	0		0
7106	TSPAN4	tetraspanin 4	0		0
7107	GPR137B	G protein-coupled receptor 137B	0		1
7108	TM7SF2	transmembrane 7 superfamily member 2	0		1
7109	TRAPPC10	trafficking protein particle complex 10	0		0
7110	TMF1	TATA element modulatory factor 1	0		0
7111	TMOD1	tropomodulin 1	0		0
7112	TMPO	thymopoietin	0		0
7113	TMPRSS2	transmembrane protease, serine 2	0		1
7114	TMSB4X	thymosin beta 4, X-linked	0		0
7122	CLDN5	claudin 5	0		1
7123	CLEC3B	C-type lectin domain family 3, member B	0		0
7124	TNF	tumor necrosis factor	1	DisGeNET	1
7125	TNNC2	troponin C type 2 (fast)	0		1
7126	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	0		0
7127	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	0		1
7128	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	0		0
7130	TNFAIP6	tumor necrosis factor, alpha-induced protein 6	0		0
7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	0		0
7133	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	0		0
7134	TNNC1	troponin C type 1 (slow)	0		0
7135	TNNI1	troponin I type 1 (skeletal, slow)	0		0
7136	TNNI2	troponin I type 2 (skeletal, fast)	0		0
7137	TNNI3	troponin I type 3 (cardiac)	0		0
7138	TNNT1	troponin T type 1 (skeletal, slow)	0		0
7139	TNNT2	troponin T type 2 (cardiac)	0		0
7140	TNNT3	troponin T type 3 (skeletal, fast)	0		0
7141	TNP1	transition protein 1 (during histone to protamine replacement)	0		0
7142	TNP2	transition protein 2 (during histone to protamine replacement)	0		0
7143	TNR	tenascin R	0		1
7145	TNS1	tensin 1	0		1
7148	TNXB	tenascin XB	0		0
7150	TOP1	topoisomerase (DNA) I	0		1
7153	TOP2A	topoisomerase (DNA) II alpha 170kDa	0		1
7155	TOP2B	topoisomerase (DNA) II beta 180kDa	0		0
7156	TOP3A	topoisomerase (DNA) III alpha	0		0
7157	TP53	tumor protein p53	0		0
7158	TP53BP1	tumor protein p53 binding protein 1	0		0
7159	TP53BP2	tumor protein p53 binding protein 2	0		1
7161	TP73	tumor protein p73	0		0
7162	TPBG	trophoblast glycoprotein	0		0
7163	TPD52	tumor protein D52	0		0
7164	TPD52L1	tumor protein D52-like 1	0		1
7165	TPD52L2	tumor protein D52-like 2	0		1
7166	TPH1	tryptophan hydroxylase 1	0		0
7167	TPI1	triosephosphate isomerase 1	0		0
7168	TPM1	tropomyosin 1 (alpha)	0		0
7169	TPM2	tropomyosin 2 (beta)	0		0
7170	TPM3	tropomyosin 3	0		0
7171	TPM4	tropomyosin 4	0		0
7172	TPMT	thiopurine S-methyltransferase	0		0
7173	TPO	thyroid peroxidase	0		0
7174	TPP2	tripeptidyl peptidase II	0		0
7175	TPR	translocated promoter region, nuclear basket protein	0		1
7177	TPSAB1	tryptase alpha/beta 1	0		0
7178	TPT1	tumor protein, translationally-controlled 1	0		0
7179	TPTE	transmembrane phosphatase with tensin homology	0		0
7180	CRISP2	cysteine-rich secretory protein 2	0		0
7181	NR2C1	nuclear receptor subfamily 2, group C, member 1	0		1
7182	NR2C2	nuclear receptor subfamily 2, group C, member 2	0		0
7184	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	0		0
7185	TRAF1	TNF receptor-associated factor 1	0		1
7186	TRAF2	TNF receptor-associated factor 2	0		0
7187	TRAF3	TNF receptor-associated factor 3	0		0
7188	TRAF5	TNF receptor-associated factor 5	0		0
7189	TRAF6	TNF receptor-associated factor 6, E3 ubiquitin protein ligase	0		1
7200	TRH	thyrotropin-releasing hormone	0		0
7201	TRHR	thyrotropin-releasing hormone receptor	0		0
7203	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	0		0
7204	TRIO	trio Rho guanine nucleotide exchange factor	0		0
7205	TRIP6	thyroid hormone receptor interactor 6	0		0
7216	TRO	trophinin	0		0
7220	TRPC1	transient receptor potential cation channel, subfamily C, member 1	0		0
7222	TRPC3	transient receptor potential cation channel, subfamily C, member 3	0		1
7223	TRPC4	transient receptor potential cation channel, subfamily C, member 4	0		0
7224	TRPC5	transient receptor potential cation channel, subfamily C, member 5	0		0
7225	TRPC6	transient receptor potential cation channel, subfamily C, member 6	0		0
7226	TRPM2	transient receptor potential cation channel, subfamily M, member 2	0		1
7227	TRPS1	trichorhinophalangeal syndrome I	0		1
7247	TSN	translin	0		1
7248	TSC1	tuberous sclerosis 1	1	DISEASES, DisGeNET	0
7249	TSC2	tuberous sclerosis 2	1	DISEASES, DisGeNET	0
7251	TSG101	tumor susceptibility 101	0		0
7252	TSHB	thyroid stimulating hormone, beta	0		1
7253	TSHR	thyroid stimulating hormone receptor	0		0
7254	TSHRL1	thyroid stimulating hormone receptor-like 1	0		0
7255	TSHRL2	thyroid stimulating hormone receptor-like 2	0		0
7256	TSHRL3	thyroid stimulating hormone receptor-like 3	0		1
7257	TSNAX	translin-associated factor X	0		1
7258	TSPY1	testis specific protein, Y-linked 1	0		0
7259	TSPYL1	TSPY-like 1	0		0
7260	TSSC1	tumor suppressing subtransferable candidate 1	0		0
7262	PHLDA2	pleckstrin homology-like domain, family A, member 2	0		0
7263	TST	thiosulfate sulfurtransferase (rhodanese)	0		0
